temporary_id,title,original_title,author_or_editor,translator,publisher,publication_year,isbn,format,page_count,language,source_level,processing_status,source_task,public_content_scope,local_asset_status,persistent_id,canonical_url,access_status,access_date,used_for
CAND-D-SRC-01,BnF 目录记录：El Libro de arena / Jorge Luis Borges,El Libro de arena,Bibliothèque nationale de France,,BnF,1975（西语版；SRU 快照另见 1997 版 ISBN 8478883223）,,webpage（BnF 目录稳定 ark 页 + SRU 快照）,,es,B,access_pass,WEB-CE-B01-R-D,"作者归名 Borges, Jorge Luis (1899-1986)；1975 年西语版目录记录；证明作品存在与作者归名",not_local（仅 URL 核验）,ark:/12148/cb352339603,https://catalogue.bnf.fr/ark:/12148/cb352339603,access_pass,2026-08-18,《沙之书》实体（CAND-D-ENT-07）+ CREATED（博尔赫斯→沙之书）+ first_publication_year 1975 + bibliographic_note
CAND-D-SRC-02,BnF 目录检索：El informe de Brodie（SRU + 委内瑞拉合订本记录）,El informe de Brodie,Bibliothèque nationale de France,,BnF,检索快照 2026-08-18（西语合订本 1986；法译 1972/1984/2019/2022）,,webpage（catalogue SRU 检索结果 + ark 页）,,es/fr,B,access_pass,WEB-CE-B01-R-D,"作者归名 Borges, Jorge Luis (1899-1986)；记录 Ficciones ; El Aleph ; El informe de Brodie（委内瑞拉 1986，ark cb354902694）证明作品存在与归名",not_local（仅 URL 核验）,ark:/12148/cb354902694,https://catalogue.bnf.fr/ark:/12148/cb354902694,access_pass,2026-08-18,《布罗迪报告》实体（CAND-D-ENT-08）+ CREATED（博尔赫斯→布罗迪报告）+ bibliographic_note
CAND-D-SRC-03,BnF 目录记录：El Amor en los tiempos del cólera / Gabriel García Márquez,El Amor en los tiempos del cólera,Bibliothèque nationale de France,,BnF,1985（西语版；ISBN 8402106408）,,webpage（BnF 目录稳定 ark 页）,,es,B,access_pass,WEB-CE-B01-R-D,"作者归名 García Márquez, Gabriel (1927-2014)；1985 年西语版目录记录（法译各版标 roman）",not_local（仅 URL 核验）,ark:/12148/cb34923644w,https://catalogue.bnf.fr/ark:/12148/cb34923644w,access_pass,2026-08-18,《霍乱时期的爱情》实体（CAND-D-ENT-01）+ CREATED（马尔克斯→霍乱）+ first_publication_year 1985 + genre_or_form + bibliographic_note
CAND-D-SRC-04,BnF 目录记录：El Otoño del patriarca / Gabriel García Márquez,El Otoño del patriarca,Bibliothèque nationale de France,,BnF,1975（西语版；ISBN 8401301556）,,webpage（BnF 目录稳定 ark 页）,,es,B,access_pass,WEB-CE-B01-R-D,"作者归名 García Márquez, Gabriel (1927-2014)；1975 年西语版目录记录（法译各版标 roman）",not_local（仅 URL 核验）,ark:/12148/cb352227127,https://catalogue.bnf.fr/ark:/12148/cb352227127,access_pass,2026-08-18,《族长的秋天》实体（CAND-D-ENT-02）+ CREATED（马尔克斯→族长的秋天）+ first_publication_year 1975 + genre_or_form + bibliographic_note
CAND-D-SRC-05,BnF 目录检索：Las armas secretas（SRU 快照）,Las armas secretas,Bibliothèque nationale de France,,BnF,检索快照 2026-08-18（西语版 1970/1978/1988；ISBN 8420421324、8437601193）,,webpage（catalogue SRU 检索结果）,,es,B,access_pass,WEB-CE-B01-R-D,"作者归名 Cortázar, Julio (1914-1984)；西语多版目录记录证明作品存在与归名。主源复用 SRC-0066（其记录标题即含 'Las armas secretas, 1959'），本快照作补充",not_local（仅 URL 核验）,,https://catalogue.bnf.fr/api/SRU?version=1.2&operation=searchRetrieve&query=title%20all%20%22Las%20armas%20secretas%22&recordSchema=dublincore&maximumRecords=5,access_pass,2026-08-18,《秘密武器》实体（CAND-D-ENT-09）+ CREATED（科塔萨尔→秘密武器）+ bibliographic_note（主源 reuse:SRC-0066）
CAND-D-SRC-06,BnF 目录检索：La casa verde（SRU 快照）,La casa verde,Bibliothèque nationale de France,,BnF,检索快照 2026-08-18（西语版 4e éd.1967 / 6a ed.1968 / 15a ed.1976 / 2023；ISBN 8432218728）,,webpage（catalogue SRU 检索结果）,,es,B,access_pass,WEB-CE-B01-R-D,"作者归名 Vargas Llosa, Mario；西语多版目录记录证明作品存在与归名；'4e éd. 1967' 与 '6a ed. 1968' 支持初版 1966 推断（间接）",not_local（仅 URL 核验）,,https://catalogue.bnf.fr/api/SRU?version=1.2&operation=searchRetrieve&query=title%20all%20%22La%20casa%20verde%22&recordSchema=dublincore&maximumRecords=5,access_pass,2026-08-18,《绿房子》实体（CAND-D-ENT-03）+ CREATED（略萨→绿房子）+ first_publication_year（推断）+ bibliographic_note
CAND-D-SRC-07,BnF 目录记录：Pantaleón y las visitadoras（Seix Barral 1973）,Pantaleón y las visitadoras,Bibliothèque nationale de France,,BnF,1973（Barcelona : Seix Barral；ISBN 84-322-0252-5）,,webpage（BnF 目录稳定 ark 页）,,es,B,access_pass,WEB-CE-B01-R-D,"目录记录原文：'Pantaleón y las visitadoras [Texte imprimé] / Mario Vargas Llosa / Publication : Barcelona : Seix Barral, 1973 / 309 p. ; 20 cm / Collection : Biblioteca breve ; 352 / ISBN 84-322-0252-5'",not_local（仅 URL 核验）,ark:/12148/cb35234561k,https://catalogue.bnf.fr/ark:/12148/cb35234561k,access_pass,2026-08-18,《潘达雷昂上尉与劳军女郎》实体（CAND-D-ENT-04）+ CREATED（略萨→潘达雷昂）+ first_publication_year 1973 + bibliographic_note
CAND-D-SRC-08,BnF 目录检索：Cien sonetos de amor（SRU 快照）,Cien sonetos de amor,Bibliothèque nationale de France,,BnF,检索快照 2026-08-18（8a ed. 1992 ISBN 8440047037 等）,,webpage（catalogue SRU 检索结果）,,es,B,access_pass,WEB-CE-B01-R-D,"作者归名 Neruda, Pablo；多版目录记录证明作品存在与归名（题名本身即标 sonetos 诗体）",not_local（仅 URL 核验）,,https://catalogue.bnf.fr/api/SRU?version=1.2&operation=searchRetrieve&query=title%20all%20%22Cien%20sonetos%20de%20amor%22&recordSchema=dublincore&maximumRecords=5,access_pass,2026-08-18,《一百首爱情十四行诗》实体（CAND-D-ENT-10）+ CREATED（聂鲁达→十四行诗）+ bibliographic_note
CAND-D-SRC-09,BnF 目录记录：Felicidade clandestina，contos（Rio de Janeiro : Sabiá，1971）,Felicidade clandestina,Bibliothèque nationale de France,,BnF,1971（Rio de Janeiro : Sabiá）,,webpage（BnF 目录稳定 ark 页）,,pt,B,access_pass,WEB-CE-B01-R-D,"目录记录原文：'Felicidade clandestina [Texte imprimé]，contos / Lispector，Clarice (1920-1977) / Publication : Rio de Janeiro : Sabiá，1971'；contos 标篇集体裁",not_local（仅 URL 核验）,ark:/12148/cb35424958x,https://catalogue.bnf.fr/ark:/12148/cb35424958x,access_pass,2026-08-18,《隐秘的幸福》实体（CAND-D-ENT-11）+ CREATED（李斯佩克朵→隐秘的幸福）+ first_publication_year 1971 + genre_or_form + bibliographic_note
CAND-D-SRC-10,BnF 目录记录：El recurso del método : novela / Alejo Carpentier,El recurso del método,Bibliothèque nationale de France,,BnF,1974（西语版；ISBN 8432301469）,,webpage（BnF 目录稳定 ark 页）,,es,B,access_pass,WEB-CE-B01-R-D,"作者归名 Carpentier, Alejo (1904-1980)；题名即标 ': novela'；1974 年西语版目录记录",not_local（仅 URL 核验）,ark:/12148/cb37515697g,https://catalogue.bnf.fr/ark:/12148/cb37515697g,access_pass,2026-08-18,《方法的资源》实体（CAND-D-ENT-05）+ CREATED（卡彭铁尔→方法的资源）+ first_publication_year 1974 + genre_or_form + bibliographic_note
